bin,incident date,record type description,check2 description,fatality,injury,borough,postcode,latitude,longitude,community board,council district,bbl,census tract (2020),neighborhood tabulation area (nta) (2020),permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed
3322003.0,10/25/2024,Accident,Other Construction Related,0,1,Brooklyn,11224.0,40.575048,-73.992063,313.0,47.0,3070530014.0,342.0,BK1302,12.0,12.0,12.0,0.0,12.1,0.0,19.8
1091643.0,5/6/2024,Accident,Mechanical Construction Equipment,0,1,Manhattan,10013.0,40.726168,-74.007494,102.0,3.0,1005790047.0,37.0,MN0201,35.0,35.0,35.0,0.0,16.8,0.8,11.6
2805203.0,5/2/2024,Accident,Struck By,1,1,Brooklyn,11230.0,40.891026248080664,-73.943477772789,206.0,3.0,3006490028.0,78.0,MN0802,30.0,8.0,7.0,0.0,13.374036109626001,1.5842900296655016,13.624794597274132
4624423.0,4/4/2025,Accident,Other Construction Related,0,2,Queens,11101.0,40.74817,-73.938805,402.0,26.0,4002650013.0,1902.0,QN0201,34.0,34.0,34.0,0.0,17.7,7.6,15.4
4624331.0,1/24/2024,Accident,Worker Fell,0,1,Queens,11375.0,40.713554,-73.834217,406.0,29.0,4033450001.0,76902.0,QN0602,1.0,1.0,1.0,1.0,4.3,3.0,16.9
3076634.0,7/8/2024,Incident,Other Construction Related,0,0,Brooklyn,11221.0,40.695853,-73.914637,304.0,37.0,3033520023.0,435.0,BK0402,3.0,3.0,3.0,1.0,25.9,0.3,16.8
3428561.0,7/10/2024,Accident,Other Construction Related,1,1,Bronx,10128.0,40.52546504357193,-74.03374768828994,101.0,26.0,1004790040.0,387.0,MN0203,46.0,3.0,3.0,1.0,21.176278159415816,12.0140337128605,23.393095995999403
1089807.0,4/15/2024,Accident,Worker Fell,0,1,Manhattan,10011.0,40.745183,-74.008236,104.0,3.0,1006897501.0,9901.0,MN0401,34.0,34.0,34.0,1.0,18.2,0.0,24.6
1046777.0,3/7/2025,Accident,Worker Fell,0,1,Manhattan,10028.0,40.779558,-73.961531,108.0,4.0,1014950001.0,142.0,MN0802,20.0,20.0,20.0,1.0,3.8,0.0,30.9
1044092.0,7/12/2024,Accident,Other Construction Related,0,1,Manhattan,10075.0,40.772846,-73.958332,108.0,5.0,1014310046.0,134.0,MN0801,5.0,5.0,5.0,0.0,25.5,4.6,19.8
3000370.0,9/3/2025,Accident,Other Construction Related,0,1,Brooklyn,11201.0,40.689985,-73.98254,302.0,33.0,3001497503.0,1502.0,BK0202,62.0,62.0,62.0,1.0,20.2,0.0,13.9
1034211.0,9/12/2024,Accident,Worker Fell,0,1,Manhattan,10036.0,40.754421,-73.980213,105.0,4.0,1012590035.0,96.0,MN0502,8.0,8.0,8.0,0.0,19.5,0.0,16.3
2130757.0,7/31/2024,Incident,Other Construction Related,0,0,Bronx,10452.0,40.839368,-73.918501,204.0,16.0,2028560011.0,219.0,BX0403,3.0,3.0,3.0,1.0,25.6,14.8,20.2
1057330.0,3/12/2024,Accident,Other Construction Related,0,1,Manhattan,10025.0,40.805541,-73.966248,109.0,7.0,1018940052.0,199.0,MN0901,11.0,11.0,11.0,0.0,9.2,0.0,21.4
1091739.0,8/6/2024,Accident,Other Construction Related,0,2,Manhattan,10037.0,40.814603,-73.938039,110.0,9.0,1017340002.0,212.0,MN1002,42.0,42.0,42.0,0.0,25.5,39.4,15.5
1034211.0,11/19/2024,Incident,Other Construction Related,0,0,Manhattan,10036.0,40.754421,-73.980213,105.0,4.0,1012590035.0,96.0,MN0502,8.0,8.0,8.0,0.0,10.8,0.0,13.1
1082792.0,2/14/2024,Accident,Mechanical Construction Equipment,0,1,Manhattan,10001.0,40.747563,-73.996849,104.0,3.0,1007510020.0,97.0,MN0401,21.0,21.0,21.0,0.0,-1.9,0.0,25.7
1050357.0,2/6/2025,Accident,Struck By,1,1,Queens,11229.0,40.69980575396152,-73.90420593823762,302.0,4.0,1005720041.0,88.0,QN0602,44.0,6.0,4.0,0.0,3.6862739035339587,3.356027806525014,24.49101239441796
4620900.0,1/22/2024,Accident,Worker Fell,0,1,Queens,11377.0,40.739401,-73.891208,402.0,26.0,4013520125.0,485.0,QN0401,18.0,18.0,18.0,1.0,-2.9,0.0,16.8
1016201.0,5/30/2025,Accident,Worker Fell,0,1,Manhattan,10010.0,40.739279,-73.989726,105.0,2.0,1008490016.0,52.0,MN0501,66.0,66.0,66.0,1.0,19.1,7.7,11.8
4625349.0,5/26/2025,Accident,Worker Fell,0,1,Queens,11694.0,40.578698,-73.83655,414.0,32.0,4161880028.0,938.0,QN1403,10.0,10.0,10.0,0.0,16.0,0.0,9.9
4624999.0,1/22/2026,Accident,Mechanical Construction Equipment,0,1,Queens,11368.0,40.758094,-73.842008,407.0,21.0,,38301.0,QN0707,5.0,5.0,5.0,1.0,3.7,0.2,16.1
3395377.0,7/2/2024,Accident,Material Failure (Fell),0,1,Brooklyn,11222.0,40.735419,-73.95985,301.0,33.0,3024940006.0,56302.0,BK0101,16.0,16.0,16.0,0.0,22.7,0.0,16.5
1017180.0,7/11/2025,Accident,Other Construction Related,0,1,Manhattan,10016.0,40.749146,-73.981965,105.0,4.0,1008660016.0,82.0,MN0502,1.0,1.0,1.0,0.0,25.1,0.2,12.1
3058215.0,6/11/2024,Accident,Other Construction Related,0,1,Brooklyn,11201.0,40.695332,-73.982413,302.0,35.0,3020500100.0,1501.0,BK0202,13.0,13.0,13.0,0.0,18.4,1.8,12.7
2003543.0,1/7/2026,Accident,Other Construction Related,0,1,Bronx,10452.0,40.842746,-73.925602,204.0,16.0,2025330029.0,201.0,BX0402,2.0,2.0,2.0,0.0,4.9,0.3,18.2
2130818.0,8/7/2025,Accident,Worker Fell,0,1,Bronx,10452.0,40.838458,-73.920338,204.0,16.0,2028550051.0,219.0,BX0403,7.0,7.0,7.0,0.0,23.3,0.7,11.8
1091823.0,11/1/2024,Incident,Other Construction Related,0,0,Manhattan,10003.0,40.729384,-73.989497,103.0,2.0,1004640059.0,38.0,MN0303,44.0,44.0,44.0,0.0,21.1,0.3,30.4
1091747.0,9/20/2024,Accident,Struck By,1,1,Queens,11691.0,40.818436811703876,-74.19459690283774,104.0,38.0,3032700047.0,3002.0,BX0603,4.0,8.0,8.0,1.0,28.66258490855501,0.06957205847395888,31.25426046600528
2130783.0,9/12/2024,Accident,Other Construction Related,0,1,Bronx,10454.0,40.80723,-73.911539,201.0,8.0,2025720003.0,33.0,BX0101,9.0,9.0,9.0,1.0,19.8,0.0,15.8
3000519.0,2/26/2025,Accident,Other Construction Related,0,1,Brooklyn,11217.0,40.687759,-73.982898,302.0,33.0,3001667501.0,37.0,BK0202,34.0,34.0,34.0,1.0,7.8,0.3,19.8
3429397.0,8/27/2024,Notification,Worker Fell,0,1,Brooklyn,11238.0,40.674468,-73.956584,308.0,35.0,3012310001.0,221.0,BK0802,1.0,1.0,1.0,0.0,22.9,0.1,20.0
3429727.0,8/5/2024,Accident,Worker Fell,0,1,Brooklyn,11238.0,40.676759,-73.962748,308.0,35.0,3011540024.0,205.0,BK0801,3.0,3.0,3.0,0.0,26.4,0.0,23.2
4619459.0,12/14/2024,Accident,Worker Fell,0,1,Queens,11101.0,40.748365,-73.944557,402.0,26.0,4004360001.0,1903.0,QN0201,22.0,22.0,22.0,1.0,-2.7,0.0,8.0
3429402.0,10/2/2024,Accident,Worker Fell,0,1,Brooklyn,11217.0,40.688373,-73.979605,302.0,35.0,3021060035.0,33.0,BK0203,13.0,13.0,13.0,1.0,16.5,0.0,13.9
2053834.0,7/25/2024,Incident,Scaffold/Shoring Installations,0,0,Bronx,10469.0,40.866003,-73.859608,211.0,13.0,2045160046.0,342.0,BX1104,4.0,4.0,4.0,0.0,24.5,0.1,14.7
1091010.0,3/4/2025,Accident,Worker Fell,0,1,Manhattan,10017.0,40.755641,-73.975109,105.0,4.0,1012830021.0,94.0,MN0502,92.0,92.0,92.0,0.0,3.4,0.0,12.3
3429784.0,6/2/2024,Accident,Worker Fell,0,1,Brooklyn,11238.0,40.680027,-73.959274,308.0,35.0,3011250029.0,305.0,BK0802,4.0,4.0,4.0,0.0,20.3,0.0,22.8
1000863.0,7/12/2024,Accident,Other Construction Related,1,1,Brooklyn,10036.0,40.8304323464956,-74.1908521159299,302.0,1.0,3020880025.0,218.0,QN1401,18.0,9.0,7.0,1.0,28.430712897541202,4.920775646020585,23.527762091655436
1035371.0,6/5/2025,Accident,Worker Fell,0,1,Manhattan,10017.0,40.754253,-73.97821,105.0,4.0,1012790023.0,94.0,MN0502,4.0,4.0,4.0,0.0,26.9,0.0,12.6
4619459.0,8/26/2024,Accident,Other Construction Related,0,1,Queens,11101.0,40.748365,-73.944557,402.0,26.0,4004360001.0,1903.0,QN0201,22.0,22.0,22.0,1.0,23.4,0.6,20.5
3083318.0,3/1/2025,Incident,Other Construction Related,0,0,Brooklyn,11207.0,40.675856,-73.895516,305.0,37.0,3036710041.0,1198.0,BK0502,4.0,4.0,4.0,0.0,7.6,0.0,26.4
3428952.0,7/9/2024,Accident,Worker Fell,0,1,Brooklyn,11208.0,40.682273,-73.873905,305.0,37.0,3041430002.0,1178.0,BK0501,1.0,1.0,1.0,1.0,24.3,0.4,23.1
1091739.0,4/26/2024,Incident,Material Failure (Fell),0,0,Manhattan,10037.0,40.814603,-73.938039,110.0,9.0,1017340002.0,212.0,MN1002,42.0,42.0,42.0,0.0,8.1,0.0,19.8
3429554.0,8/8/2024,Accident,Struck By,1,0,Brooklyn,10457.0,40.61892040807489,-74.17671034129415,105.0,7.0,1013100063.0,232.0,BX2891,25.0,5.0,2.0,1.0,10.58665628280264,2.28082359923962,20.497702970600017
1091791.0,7/22/2025,Accident,Other Construction Related,0,1,Manhattan,10029.0,40.793971,-73.942403,111.0,8.0,1016607503.0,180.0,MN1102,5.0,5.0,5.0,0.0,23.8,0.0,13.3
3007353.0,3/23/2024,Accident,Worker Fell,0,1,Brooklyn,11215.0,40.678027,-73.986657,306.0,39.0,3004400001.0,11901.0,BK0601,50.0,50.0,50.0,1.0,6.6,62.5,40.3
1088749.0,5/9/2024,Incident,Other Construction Related,0,0,Manhattan,10010.0,40.740909,-73.987947,105.0,2.0,1008530002.0,56.0,MN0501,264.0,264.0,264.0,0.0,17.5,0.0,16.6
1001324.0,12/4/2024,Incident,Scaffold/Shoring Installations,0,0,Manhattan,10038.0,40.706878,-74.002049,101.0,1.0,1000970003.0,1501.0,MN0101,9.0,9.0,9.0,0.0,0.2,0.0,15.8
3429317.0,9/25/2024,Accident,Worker Fell,0,1,Brooklyn,11201.0,40.689889,-73.979937,302.0,35.0,3020860034.0,3101.0,BK0203,15.0,15.0,15.0,0.0,18.5,0.7,24.5
3429687.0,1/5/2024,Notification,Other Construction Related,0,1,Brooklyn,11217.0,40.681104,-73.98843,306.0,39.0,3004240001.0,75.0,BK0601,2.0,2.0,2.0,0.0,-1.6,0.0,26.0
1086164.0,5/2/2025,Accident,Worker Fell,0,1,Manhattan,10022.0,40.762621,-73.973128,105.0,4.0,1012930014.0,11202.0,MN0502,58.0,58.0,58.0,0.0,21.0,0.3,16.3
1078533.0,6/2/2025,Incident,Other Construction Related,0,0,Manhattan,10128.0,40.782192,-73.951538,108.0,5.0,1015200038.0,15801.0,MN0802,14.0,14.0,14.0,1.0,16.0,0.0,11.6
1017122.0,9/12/2024,Accident,Other Construction Related,0,1,Manhattan,10016.0,40.748528,-73.982413,105.0,4.0,1008650014.0,82.0,MN0502,105.0,105.0,105.0,0.0,19.5,0.0,16.3
3045807.0,2/27/2024,Incident,Other Construction Related,0,0,Brooklyn,11221.0,40.685418,-73.93142,303.0,36.0,3016560017.0,295.0,BK0302,1.0,1.0,1.0,1.0,7.4,6.8,32.1
4003105.0,1/6/2025,Accident,Other Construction Related,0,1,Queens,11101.0,40.751986,-73.931099,401.0,26.0,4002147501.0,17102.0,QN0161,22.0,22.0,22.0,0.0,-2.3,1.6,15.1
1044694.0,6/19/2024,Notification,Other Construction Related,0,1,Manhattan,10065.0,40.763336,-73.961093,108.0,5.0,1014397503.0,118.0,MN0801,6.0,6.0,6.0,0.0,24.6,0.0,25.8
2045727.0,5/2/2024,Accident,Other Construction Related,0,1,Bronx,10461.0,40.841827,-73.842073,211.0,13.0,2041340001.0,284.0,BX1161,6.0,6.0,6.0,1.0,17.2,0.0,20.8
2817041.0,11/7/2024,Accident,Worker Fell,1,2,Bronx,11229.0,40.83823901483213,-73.82077943675434,108.0,26.0,3044520232.0,34.0,BK1602,35.0,9.0,3.0,0.0,31.211219909732748,3.1650725541367897,23.235614157331067
3099098.0,4/1/2025,Incident,Other Construction Related,0,0,Brooklyn,11203.0,40.66258,-73.934226,309.0,41.0,3045880001.0,88001.0,BK0902,,,,,9.2,7.5,23.2
5095817.0,7/24/2025,Accident,Worker Fell,0,1,Staten Island,10310.0,40.6368,-74.11867,501.0,49.0,5001960001.0,13301.0,SI0104,2.0,2.0,2.0,0.0,26.2,0.0,19.1
4624423.0,12/16/2024,Accident,Other Construction Related,0,1,Queens,11101.0,40.74817,-73.938805,402.0,26.0,4002650013.0,1902.0,QN0201,34.0,34.0,34.0,0.0,6.0,16.8,17.0
2130831.0,4/18/2025,Accident,Worker Fell,0,1,Bronx,10472.0,40.827586,-73.853196,209.0,18.0,2037970033.0,78.0,BX0903,1.0,1.0,1.0,1.0,11.1,0.0,19.8
3096591.0,7/12/2024,Incident,Other Construction Related,0,0,Brooklyn,11207.0,40.661981,-73.88994,305.0,42.0,3043010022.0,1128.0,BK0503,3.0,3.0,3.0,1.0,25.0,5.7,16.3
1007174.0,1/13/2025,Accident,Worker Fell,0,1,Manhattan,10012.0,40.720245,-73.995996,102.0,1.0,1004790040.0,41.0,MN0201,28.0,28.0,28.0,0.0,1.3,0.0,18.3
2009874.0,12/9/2025,Accident,Excavation/Soil Work,0,1,Bronx,10460.0,40.837779,-73.889045,203.0,15.0,2029400025.0,155.0,BX0303,10.0,10.0,10.0,1.0,-3.9,0.0,16.4
1008451.0,7/8/2025,Incident,Other Construction Related,0,0,Manhattan,10012.0,40.725825,-73.994357,102.0,2.0,1005290062.0,5502.0,MN0202,8.0,8.0,8.0,0.0,28.3,15.6,14.6
3429084.0,5/9/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11211.0,40.714156,-73.948301,301.0,34.0,3027620014.0,503.0,BK0104,8.0,8.0,8.0,1.0,17.4,0.0,16.9
3177549.0,1/19/2024,Accident,Worker Fell,0,1,Brooklyn,11223.0,40.606556,-73.964397,315.0,44.0,3066650014.0,418.0,BK1501,12.0,12.0,12.0,0.0,-1.6,3.4,21.8
2007263.0,5/29/2025,Accident,Other Construction Related,0,1,Bronx,10457.0,40.839028,-73.908895,204.0,16.0,2027840057.0,225.0,BX0403,12.0,12.0,12.0,0.0,16.7,1.8,13.4
4624493.0,12/3/2024,Accident,Struck By,1,2,Manhattan,11432.0,40.642283238092794,-74.18148644809187,107.0,49.0,1008640047.0,1501.0,QN0707,18.0,4.0,6.0,1.0,33.35788900544762,2.4925100050425195,29.990606804135698
3429621.0,6/20/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11239.0,40.655529,-73.867753,305.0,42.0,3045867506.0,107001.0,BK0504,6.0,6.0,6.0,1.0,23.7,0.0,22.8
3009460.0,2/7/2024,Incident,Other Construction Related,0,0,Brooklyn,11215.0,40.660543,-73.994273,307.0,38.0,3006460043.0,145.0,BK0702,3.0,3.0,3.0,0.0,1.7,0.0,13.8
3853823.0,6/27/2025,Accident,Mechanical Construction Equipment,0,1,Brooklyn,11216.0,40.685271,-73.950541,303.0,36.0,3018180002.0,249.0,BK0301,,,,,20.0,5.2,15.6
1064934.0,2/13/2025,Incident,Other Construction Related,0,0,Manhattan,10034.0,40.865734,-73.927489,112.0,10.0,1022370001.0,295.0,MN1203,5.0,5.0,5.0,1.0,2.9,5.7,23.3
4112220.0,12/4/2025,Accident,Worker Fell,0,1,Queens,11354.0,40.760525,-73.833974,407.0,20.0,4049700011.0,869.0,QN0707,3.0,3.0,3.0,0.0,0.8,0.1,21.5
1035721.0,1/23/2026,Accident,Other Construction Related,0,1,Manhattan,,,,,,,,,44.0,44.0,44.0,0.0,,,
1015733.0,7/25/2025,Accident,Material Failure (Fell),0,1,Manhattan,10001.0,40.745081,-73.987019,105.0,3.0,1008300044.0,76.0,MN0501,11.0,11.0,11.0,1.0,29.5,5.4,22.7
3140147.0,10/31/2024,Incident,Other Construction Related,0,0,Brooklyn,11219.0,40.628624,-73.99358,312.0,44.0,3056920054.0,240.0,BK1202,,,,,19.4,0.0,26.1
1091010.0,1/25/2024,Accident,Other Construction Related,1,1,Bronx,10452.0,40.570891682967634,-74.17512831005544,103.0,26.0,1007720075.0,1198.0,BK0902,19.0,7.0,5.0,1.0,5.3220098442762485,0.5706938798706832,31.98231620413558
2011872.0,7/12/2025,Accident,Worker Fell,1,0,Brooklyn,10451.0,40.89294108698604,-73.76474324297939,306.0,20.0,3004400001.0,199.0,MN0502,30.0,6.0,8.0,1.0,5.065429638270924,2.167844435129505,18.679375527027947
1001021.0,9/6/2024,Accident,Mechanical Construction Equipment,0,1,Manhattan,10005.0,40.708115,-74.008768,101.0,1.0,1000440001.0,7.0,MN0101,297.0,297.0,297.0,0.0,19.2,0.1,17.7
3429090.0,7/25/2024,Accident,Material Failure (Fell),0,1,Brooklyn,11212.0,40.664368,-73.910337,316.0,41.0,3035600001.0,924.0,BK1602,,,,,25.4,2.7,15.7
5024250.0,11/23/2024,Incident,Other Construction Related,0,0,Staten Island,10302.0,40.634673,-74.135621,501.0,49.0,5010360004.0,213.0,SI0106,,,,,6.0,1.1,32.7
1009966.0,12/17/2025,Accident,Worker Fell,0,1,Manhattan,10014.0,40.732151,-74.00411,102.0,3.0,1005870053.0,67.0,MN0203,7.0,7.0,7.0,1.0,-0.6,0.0,14.5
1037552.0,11/3/2025,Accident,Material Failure (Fell),0,1,Manhattan,10017.0,40.750214,-73.973108,106.0,4.0,1013160023.0,88.0,MN0603,133.0,133.0,133.0,0.0,10.4,0.3,15.6
2003543.0,1/5/2026,Accident,Other Construction Related,0,1,Bronx,10452.0,40.842746,-73.925602,204.0,16.0,2025330029.0,201.0,BX0402,2.0,2.0,2.0,0.0,-1.2,0.3,12.2
3429398.0,3/19/2025,Accident,Worker Fell,0,1,Brooklyn,11239.0,40.657328,-73.868777,305.0,42.0,3045860926.0,107001.0,BK0504,1.0,1.0,1.0,1.0,7.5,0.0,13.3
1040462.0,4/18/2024,Accident,Worker Fell,0,1,Manhattan,10022.0,40.756239,-73.961505,106.0,4.0,1013670020.0,10601.0,MN0604,20.0,20.0,20.0,1.0,8.5,10.9,25.1
4541713.0,11/11/2025,Accident,Mechanical Construction Equipment,0,1,Queens,11109.0,40.748068,-73.95667,402.0,26.0,4000210020.0,102.0,QN0201,2.0,2.0,2.0,1.0,2.3,0.7,28.5
3430144.0,12/1/2025,Accident,Other Construction Related,0,1,Brooklyn,11211.0,40.704343,-73.959104,301.0,33.0,3021990022.0,533.0,BK0103,2.0,2.0,2.0,0.0,3.5,0.0,19.2
3022690.0,4/18/2024,Accident,Material Failure (Fell),0,2,Brooklyn,11215.0,40.666803,-73.983148,306.0,39.0,3010180026.0,151.0,BK0602,8.0,8.0,8.0,0.0,8.6,6.9,26.6
3429317.0,5/20/2024,Accident,Worker Fell,0,1,Brooklyn,11201.0,40.689883,-73.979793,302.0,35.0,,3101.0,BK0203,15.0,15.0,15.0,0.0,15.3,0.0,19.3
3393652.0,7/8/2025,Accident,Worker Fell,0,1,Brooklyn,11233.0,40.684815,-73.923593,303.0,41.0,3016680048.0,383.0,BK0302,30.0,30.0,30.0,1.0,28.0,23.4,14.4
4624448.0,4/15/2024,Accident,Other Construction Related,1,0,Staten Island,10128.0,40.75257345520607,-73.9649185487171,306.0,10.0,1014830023.0,9903.0,BX0401,7.0,5.0,8.0,1.0,11.87224062471065,11.664826645528837,37.096258879491714
3429395.0,4/10/2024,Incident,Worker Fell,0,1,Brooklyn,11224.0,40.580357,-73.976164,313.0,47.0,3072690001.0,348.0,BK1302,8.0,8.0,8.0,1.0,10.3,0.0,20.4
3054191.0,3/6/2024,Incident,Excavation/Soil Work,0,0,Brooklyn,11205.0,40.69691,-73.960735,303.0,33.0,3018830007.0,1237.0,BK0301,1.0,1.0,1.0,0.0,7.3,34.6,21.4
1091739.0,9/20/2024,Incident,Material Failure (Fell),0,0,Manhattan,10037.0,40.814603,-73.938039,110.0,9.0,1017340002.0,212.0,MN1002,42.0,42.0,42.0,0.0,21.8,0.3,19.1
1028168.0,12/31/2025,Accident,Other Construction Related,0,1,Manhattan,10023.0,40.772885,-73.979865,107.0,6.0,1011187503.0,149.0,MN0701,39.0,39.0,39.0,1.0,-2.2,0.0,16.7
2003543.0,7/7/2025,Accident,Mechanical Construction Equipment,0,1,Bronx,10452.0,40.842746,-73.925602,204.0,16.0,2025330029.0,201.0,BX0402,2.0,2.0,2.0,0.0,27.0,3.8,17.8
1080458.0,11/21/2024,Accident,Worker Fell,0,1,Manhattan,10022.0,40.75472,-73.968172,106.0,4.0,1013420051.0,98.0,MN0604,45.0,45.0,45.0,1.0,8.9,44.0,15.9
1015287.0,11/28/2025,Accident,Worker Fell,0,1,Manhattan,10011.0,40.736546,-73.99488,105.0,2.0,1008160020.0,54.0,MN0501,1.0,1.0,1.0,1.0,2.5,0.0,25.9
1022547.0,1/15/2026,Accident,Worker Fell,1,1,Brooklyn,11213.0,40.834018837821326,-74.05874629907221,105.0,10.0,2023220028.0,8.0,BK1503,49.0,4.0,1.0,0.0,12.718116498423072,2.2786109772646808,22.67147711475939
1091817.0,8/6/2025,Accident,Worker Fell,0,1,Manhattan,10022.0,40.761118,-73.969609,105.0,4.0,1013110013.0,11203.0,MN0604,59.0,59.0,59.0,0.0,24.0,1.0,12.5
3429272.0,5/6/2024,Accident,Worker Fell,0,1,Brooklyn,11222.0,40.731774,-73.9604,301.0,33.0,3025380001.0,565.0,BK0101,,,,,16.6,0.6,12.3
1010365.0,1/11/2024,Incident,Material Failure (Fell),0,0,Manhattan,10013.0,40.726821,-74.008944,102.0,3.0,1005970037.0,37.0,MN0201,3.0,3.0,3.0,0.0,4.5,0.0,22.9
2010963.0,1/19/2024,Accident,Worker Fell,0,1,Bronx,10460.0,40.835683,-73.882143,203.0,17.0,2030150097.0,161.0,BX0303,3.0,3.0,3.0,0.0,-2.2,2.1,17.4
1060875.0,7/8/2024,Accident,Worker Fell,1,0,Staten Island,10002.0,40.548330060858675,-74.04575592394839,308.0,20.0,4002660027.0,5302.0,BK0601,34.0,7.0,1.0,1.0,26.63309936432438,0.09624917043550797,26.556139223335318
3008793.0,6/12/2024,Incident,Scaffold/Shoring Installations,0,0,Brooklyn,11231.0,40.676712,-74.01485,306.0,38.0,3005970015.0,5301.0,BK0601,,,,,20.0,0.0,18.0
3034540.0,8/18/2025,Incident,Mechanical Construction Equipment,0,0,Brooklyn,11225.0,40.66479,-73.950982,309.0,35.0,3013090006.0,319.0,BK0901,,,,,21.7,0.0,17.5
4209632.0,2/17/2025,Incident,Other Construction Related,0,0,Queens,11432.0,40.70729,-73.794633,412.0,27.0,4097960063.0,460.0,QN1201,8.0,8.0,8.0,1.0,-1.2,0.0,27.4
1030307.0,4/11/2024,Accident,Other Construction Related,0,1,Manhattan,10019.0,40.770899,-73.98874,107.0,6.0,1011510012.0,147.0,MN0701,9.0,9.0,9.0,0.0,12.2,18.1,30.2
1086215.0,9/18/2025,Incident,Material Failure (Fell),0,0,Manhattan,10035.0,40.800833,-73.944218,111.0,9.0,1016237501.0,184.0,MN1102,12.0,12.0,12.0,1.0,21.9,0.4,7.7
4624423.0,8/4/2025,Accident,Worker Fell,0,1,Queens,11101.0,40.74817,-73.938805,402.0,26.0,4002650013.0,1902.0,QN0201,34.0,34.0,34.0,0.0,25.2,0.0,14.1
1017125.0,8/18/2025,Notification,Excavation/Soil Work,0,0,Manhattan,10016.0,40.748281,-73.982092,106.0,4.0,1008650024.0,82.0,MN0502,9.0,9.0,9.0,1.0,21.3,0.2,16.8
2001079.0,8/15/2025,Accident,Worker Fell,0,1,Bronx,10451.0,40.816046,-73.931166,201.0,8.0,2023490046.0,6301.0,BX0401,4.0,4.0,4.0,1.0,27.3,0.0,12.3
1091776.0,9/16/2025,Accident,Worker Fell,0,1,Manhattan,10075.0,40.772467,-73.957051,108.0,5.0,1014320021.0,134.0,MN0801,12.0,12.0,12.0,1.0,20.4,0.0,16.2
1000828.0,12/27/2024,Accident,Worker Fell,0,1,Manhattan,10005.0,40.705774,-74.008869,101.0,1.0,1000270009.0,7.0,MN0101,70.0,70.0,70.0,1.0,-3.8,0.0,6.2
2017024.0,9/10/2025,Accident,Worker Fell,0,1,Bronx,10458.0,40.865701,-73.892213,207.0,15.0,2033000073.0,40501.0,BX0702,,,,,18.0,2.4,13.7
1014718.0,2/12/2025,Accident,Worker Fell,0,1,Manhattan,10011.0,40.740207,-73.994778,104.0,3.0,1007940030.0,87.0,MN0401,22.0,22.0,22.0,0.0,-0.7,4.5,13.0
3321866.0,3/13/2025,Incident,Scaffold/Shoring Installations,0,0,Brooklyn,11205.0,40.690498,-73.958928,303.0,36.0,3019380001.0,233.0,BK0301,13.0,13.0,13.0,1.0,5.8,0.0,13.2
2003543.0,11/14/2025,Accident,Other Construction Related,0,1,Bronx,10452.0,40.842746,-73.925602,204.0,16.0,2025330029.0,201.0,BX0402,2.0,2.0,2.0,0.0,6.4,0.1,18.4
3188894.0,9/11/2024,Accident,Scaffold/Shoring Installations,0,1,Brooklyn,11224.0,40.57762,-73.990378,313.0,47.0,3070150015.0,326.0,BK1302,21.0,21.0,21.0,1.0,19.1,0.0,16.9
3126513.0,4/4/2024,Incident,Other Construction Related,0,0,Brooklyn,11218.0,40.635957,-73.980378,312.0,39.0,3053820007.0,478.0,BK1202,25.0,25.0,25.0,1.0,6.1,4.7,42.7
2130685.0,11/21/2024,Accident,Other Construction Related,0,1,Bronx,10474.0,40.805223,-73.885975,202.0,17.0,2027770100.0,9302.0,BX0201,2.0,2.0,2.0,0.0,8.9,43.8,16.6
3429595.0,3/7/2024,Accident,Worker Fell,0,1,Brooklyn,11217.0,40.689356,-73.978567,302.0,35.0,3020950026.0,33.0,BK0203,27.0,27.0,27.0,1.0,9.9,4.8,26.9
3337808.0,1/23/2025,Accident,Worker Fell,1,0,Brooklyn,11215.0,40.668293,-73.979237,306.0,39.0,3010860001.0,153.0,BK0602,88.0,88.0,88.0,0.0,-8.1,0.0,10.7
1091635.0,2/2/2024,Accident,Worker Fell,0,1,Manhattan,10027.0,40.815974,-73.958569,109.0,7.0,1019950026.0,211.0,MN0901,10.0,10.0,10.0,1.0,3.7,6.1,21.3
3000146.0,6/21/2024,Accident,Other Construction Related,0,1,Brooklyn,11201.0,40.702309,-73.983698,302.0,33.0,3000550020.0,21.0,BK0202,1.0,1.0,1.0,0.0,26.6,0.0,30.3
2008327.0,5/8/2024,Accident,Material Failure (Fell),0,1,Bronx,10452.0,40.844082,-73.916359,204.0,16.0,2028590030.0,209.0,BX0403,27.0,27.0,27.0,1.0,22.6,0.3,24.7
2008433.0,12/4/2025,Accident,Material Failure (Fell),0,1,Bronx,10452.0,40.845745,-73.917105,205.0,14.0,2028650134.0,217.0,BX0501,5.0,5.0,5.0,0.0,0.8,0.1,23.3
4263101.0,5/29/2024,Accident,Worker Fell,1,0,Bronx,11217.0,40.8357048575698,-73.8616715466385,112.0,36.0,1012830021.0,249.0,BK0103,47.0,5.0,4.0,1.0,9.524312445556356,1.1212464961124333,31.15666289837899
