fatality,injury,latitude,longitude,permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed,weighted_fatality_index,is_repeat_site,day_incident_pct,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,check2 description_Material Failure (Fell),check2 description_Mechanical Construction Equipment,check2 description_Other Construction Related,check2 description_Scaffold/Shoring Installations,check2 description_Struck By,check2 description_Worker Fell,record type description_Incident,record type description_Not DOB Jurisdiction,record type description_Notification
0,1,40.747075,-73.939149,16,16,16,0,-2,0,11,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.748365,-73.944557,22,22,22,1,-2,10,25,0,1,17,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.85092,-73.889266,2,2,2,0,-3,0,30,0,0,19,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,40.66124177023156,-73.83045598932891,2,6,1,1,28,0,19,1,1,19,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,40.842746,-73.925602,2,2,2,0,3,3,25,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.688896,-73.989969,45,45,45,0,20,0,20,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.677648,-73.983636,2,2,2,0,26,29,22,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.764225,-73.982391,1,1,1,0,22,0,11,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,40.80564,-73.966186,8,8,8,0,9,3,25,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.722303,-74.005963,13,13,13,0,6,0,10,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.750171,-73.913174,1,1,1,1,6,0,17,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,40.682273,-73.873905,9,7,7,0,-3,0,10,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,2,40.839928,-73.94254,61,61,61,0,-4,0,7,1,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.74817,-73.938805,34,34,34,0,5,0,21,0,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.776083,-73.987179,36,36,36,1,12,2,17,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.863599,-73.916537,6,6,6,1,16,0,12,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.616632,-73.963476,18,18,18,0,-1,0,24,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.751762,-73.98657,5,5,5,0,0,0,23,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.762605,-73.97846,281,281,281,0,1,0,19,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.805223,-73.885975,2,2,2,0,23,1,15,0,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.851741,-73.898493,21,21,21,0,7,8,16,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.70697,-73.968397,3,3,3,0,0,0,25,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.851741,-73.898493,21,21,21,0,6,0,15,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.776821,-73.935533,45,45,45,1,6,0,17,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.814603,-73.938039,42,42,42,0,22,1,22,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.765045,-73.996552,14,14,14,0,27,1,33,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,40.61293,-73.939473,3,3,3,0,24,0,24,1,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.659655,-73.931238,15,15,15,0,15,0,13,0,1,18,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,40.738263,-73.940676,4,4,4,0,21,0,12,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.707373,-73.968411,3,3,3,0,1,0,14,0,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.814603,-73.938039,42,42,42,0,14,1,20,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,40.681393,-73.965788,2,2,2,0,16,0,14,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,40.761866,-73.99095,1,1,1,0,22,0,25,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,40.679143959047344,-74.13830343268518,36,8,7,1,11,1,17,2,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.688373,-73.979605,13,13,13,1,24,0,19,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.780061,-73.901942,16,16,16,0,-1,0,23,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1,40.851716,-73.904197,2,2,2,0,9,0,19,0,1,19,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,40.747269,-73.988368,5,5,5,0,20,0,17,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.736095,-74.009205,32,32,32,1,-2,0,20,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.629319,-73.999308,1,1,1,0,17,0,29,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.761193,-73.985478,13,13,13,0,6,0,17,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.762215,-73.827425,4,4,4,0,6,4,15,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.820236,-73.929612,9,7,7,0,10,0,23,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.659655,-73.931238,8,8,8,1,19,0,18,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,40.664368,-73.910337,3,3,3,1,26,1,16,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.838458,-73.920338,7,7,7,0,6,5,26,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.839368,-73.918501,9,9,9,0,27,25,19,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.67268,-73.986791,1,1,1,0,8,0,21,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.710527,-73.940664,7,7,7,0,0,0,23,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.664823,-73.940496,2,2,2,0,19,0,17,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.755734,-73.994607,12,12,12,1,17,7,15,0,1,18,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,40.70727,-74.004314,114,114,114,0,20,0,13,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.695332,-73.982413,4,4,4,0,-4,0,26,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.751502,-74.005118,95,95,95,0,0,0,20,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.757406,-74.000787,24,24,24,0,20,5,24,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.76551,-73.986011,1,1,1,1,34,0,16,0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.735698,-73.957082,11,11,11,1,27,0,37,0,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,40.701919,-73.918081,9,7,7,0,26,12,14,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.705427,-73.951825,2,2,2,0,9,0,28,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.690065,-73.923046,21,21,21,1,2,0,14,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.863569,-73.86936,9,9,9,1,0,0,31,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.750992,-73.978485,147,147,147,0,10,0,23,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.758393,-73.981537,259,259,259,0,13,0,14,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,40.87372567767256,-74.11315396913854,5,4,6,1,14,2,16,2,1,19,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,40.703026,-74.011202,120,120,120,0,23,18,15,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.6772,-73.90798,4,4,4,1,23,0,14,0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,40.642069703928726,-74.16722299065535,10,8,6,0,16,0,13,1,1,18,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,40.613304,-73.980525,3,3,3,0,10,5,16,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.731774,-73.9604,1,1,1,1,6,0,17,0,1,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.750288,-73.973288,53,53,53,0,14,0,18,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.748247,-73.974347,22,22,22,1,8,0,11,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.808899,-73.942173,1,1,1,1,20,18,12,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,40.78192811584976,-73.90705950167586,43,9,3,0,11,1,20,1,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.633089,-74.012073,1,1,1,0,21,2,14,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.688566,-73.980045,12,12,12,1,19,0,19,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.703026,-74.011202,120,120,120,0,13,1,21,0,1,18,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,40.727337,-73.992073,5,5,5,0,3,6,22,1,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.772632,-73.952462,8,8,8,1,5,3,13,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.755678,-73.980101,17,17,17,0,20,6,23,0,0,18,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,40.746043,-73.997928,2,2,2,0,28,0,28,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.810179,-73.963608,8,8,8,0,15,0,19,0,1,17,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.771986,-73.990169,8,8,8,1,17,0,14,0,0,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.709402,-74.011073,366,366,366,0,-8,0,8,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.684147,-73.832628,2,2,2,0,24,0,20,0,0,18,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,40.764454,-73.972871,125,125,125,1,20,0,9,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,40.762668,-73.965786,12,12,12,0,13,1,18,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.85042,-73.910369,3,3,3,0,7,32,24,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,40.733467955129264,-74.20903317734867,6,1,5,0,16,2,21,1,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.754212,-73.918442,6,6,6,0,24,6,16,0,1,18,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,40.55231057128002,-73.87026723548556,14,4,1,0,5,0,9,1,1,18,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,40.747551,-73.94113,2,2,2,0,9,0,19,0,1,19,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,40.637832,-73.982042,5,5,5,0,27,0,35,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.885358,-73.898409,4,4,4,0,32,0,12,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,40.56448769660218,-73.9389536943309,10,5,4,1,2,1,19,1,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.740581,-73.978925,2,2,2,1,17,0,16,0,1,19,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,40.741822,-73.965787,9,7,7,0,13,0,18,0,1,17,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.683038,-73.979261,7,7,7,1,20,0,11,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.754421,-73.980213,8,8,8,0,8,6,25,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.655529,-73.867753,6,6,6,1,10,5,26,0,1,19,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,40.695332,-73.982413,2,2,2,0,-1,0,12,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.752702,-73.97907,23,23,23,0,17,0,13,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.760459,-73.958196,28,28,28,0,5,0,21,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.763282,-73.974742,5,5,5,0,24,4,16,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,40.88931036108794,-74.13737280780491,49,7,1,1,7,4,18,1,1,19,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.767496,-73.996267,1,1,1,0,26,2,15,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,40.641217,-73.989266,2,2,2,0,11,0,33,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.757271,-73.963692,29,29,29,0,10,0,19,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.695332,-73.982413,4,4,4,0,25,0,13,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,40.68265267644287,-74.11590352685737,41,7,1,0,17,1,20,1,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,40.659935,-73.931266,15,15,15,0,17,0,25,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.685795,-73.90931,2,2,2,0,11,0,17,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.812487,-73.929162,1,1,1,1,1,0,17,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.73937,-74.008776,19,19,19,1,9,0,15,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.733687,-73.982179,9,7,7,0,25,0,12,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.665607,-73.938452,12,12,12,0,18,0,14,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.825987,-73.883399,25,25,25,1,-3,0,19,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.751972,-73.93935,10,10,10,1,21,0,12,0,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,40.709174,-74.013057,32,32,32,1,5,2,30,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.628777,-74.029833,1,1,1,1,22,0,20,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,40.712372,-73.783414,9,7,7,0,3,0,5,0,0,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.606619,-74.118187,4,4,4,0,10,0,18,0,0,19,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,40.848346,-73.931397,1,1,1,1,11,0,11,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.839368,-73.918501,9,7,7,0,18,8,18,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.745081,-73.987019,11,11,11,1,14,0,18,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,40.863178,-73.917911,4,4,4,1,19,0,18,1,1,19,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,40.751806,-73.988588,11,11,11,0,0,0,15,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.751762,-73.98657,5,5,5,0,31,8,14,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,40.65940085386377,-73.98909961955223,47,8,7,0,6,3,21,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,40.743287,-73.993724,7,7,7,1,16,0,11,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.688373,-73.979605,13,13,13,1,23,0,19,0,1,19,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.872791,-73.884688,10,10,10,1,5,0,18,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,40.59156803407415,-74.19895166980822,24,3,6,0,15,9,31,1,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,40.814603,-73.938039,42,42,42,0,23,2,23,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.839368,-73.918501,8,8,8,0,22,9,15,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.774549,-73.964003,6,6,6,0,9,0,14,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.826109,-73.916638,33,33,33,0,24,0,23,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,40.64634837880009,-73.78563766391045,22,4,4,0,12,0,34,1,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.659655,-73.931238,9,13,13,1,8,0,14,0,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,40.750017,-73.991345,232,232,232,0,13,0,18,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,40.886307,-73.845417,2,2,2,0,21,2,22,0,0,19,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,40.74817,-73.938805,34,34,34,0,25,0,39,0,1,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,40.744783,-73.997293,2,2,2,0,1,0,12,0,0,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.733687,-73.982179,3,3,3,1,6,0,16,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.746043,-73.997928,2,2,2,0,20,0,15,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.697431,-73.951041,16,16,16,1,24,0,12,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.54189029396887,-73.8077617905968,34,8,1,1,23,0,20,1,1,17,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,40.782279,-73.97628,19,19,19,1,1,0,18,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.651471,-73.95386,16,16,16,1,5,0,22,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.57033779664132,-73.79938157077007,45,9,5,0,24,1,21,2,1,17,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,40.754464,-73.872404,7,7,7,0,-10,0,7,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2,40.649186,-73.945238,5,5,5,1,5,0,22,1,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.882954395517125,-74.00096109180699,33,8,3,0,14,6,13,2,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.735668,-73.957396,15,15,15,1,6,0,17,0,1,18,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.695332,-73.982413,4,4,4,0,-5,0,11,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.67014195231161,-74.09688638714611,41,5,5,0,26,0,10,2,1,18,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,40.680609,-73.952845,15,15,15,0,9,0,20,0,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.69721,-73.927329,32,32,32,1,18,1,12,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.728076,-73.949759,1,1,1,0,23,15,18,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.871394,-73.863986,1,1,1,1,19,0,16,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.67268,-73.986791,1,1,1,0,22,0,20,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,40.820002375699794,-74.16632705652188,36,3,3,0,19,0,10,1,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.817344,-73.953384,9,9,9,0,1,0,22,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.769916,-73.95498,25,25,25,1,20,6,17,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,40.75000710121654,-74.12938794433653,2,2,3,0,4,4,27,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.838458,-73.920338,7,7,7,0,4,0,26,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.742616,-73.986698,171,171,171,0,15,10,11,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.815931,-73.905184,1,1,1,1,0,0,18,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.761118,-73.969609,59,59,59,0,2,0,18,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.727337,-73.992073,5,5,5,0,8,6,25,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.838969,-73.882285,2,2,2,1,24,0,11,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.681949,-73.984399,4,4,4,0,7,0,19,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.751762,-73.98657,5,5,5,0,24,0,12,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
1,2,40.74269916522268,-73.8514261428232,24,1,5,1,20,1,15,2,1,17,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,40.862326,-73.929553,9,9,9,0,8,0,23,0,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.675937,-73.894603,3,3,3,1,22,0,23,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.703026,-74.011202,120,120,120,0,9,28,48,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.710535,-73.94074,1,1,1,0,19,0,15,0,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,40.8844539422335,-73.80733102777336,17,8,3,1,34,4,14,1,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,40.684868,-73.910025,9,9,9,1,19,0,22,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.575048,-73.992063,12,12,12,0,12,0,19,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.726168,-74.007494,35,35,35,0,16,0,11,0,0,19,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,40.89102624808066,-73.943477772789,30,8,7,0,13,1,13,1,1,19,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,40.74817,-73.938805,34,34,34,0,17,7,15,1,1,18,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,40.713554,-73.834217,1,1,1,1,4,3,16,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.695853,-73.914637,3,3,3,1,25,0,16,0,1,19,1,0,0,0,0,0,1,0,0,0,1,0,0
1,1,40.52546504357193,-74.03374768828994,46,3,3,1,21,12,23,1,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.745183,-74.008236,34,34,34,1,18,0,24,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.779558,-73.961531,20,20,20,1,3,0,30,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.772846,-73.958332,5,5,5,0,25,4,19,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.689985,-73.98254,62,62,62,1,20,0,13,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.754421,-73.980213,8,8,8,0,19,0,16,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.839368,-73.918501,3,3,3,1,25,14,20,0,1,18,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.805541,-73.966248,11,11,11,0,9,0,21,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,40.814603,-73.938039,42,42,42,0,25,39,15,1,1,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.754421,-73.980213,8,8,8,0,10,0,13,0,1,17,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.747563,-73.996849,21,21,21,0,-1,0,25,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,40.69980575396152,-73.90420593823762,44,6,4,0,3,3,24,1,1,19,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.739401,-73.891208,18,18,18,1,-2,0,16,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.739279,-73.989726,66,66,66,1,19,7,11,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.578698,-73.83655,10,10,10,0,16,0,9,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.758094,-73.842008,5,5,5,1,3,0,16,0,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,40.735419,-73.95985,16,16,16,0,22,0,16,0,1,17,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.749146,-73.981965,1,1,1,0,25,0,12,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.695332,-73.982413,13,13,13,0,18,1,12,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.842746,-73.925602,2,2,2,0,4,0,18,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.838458,-73.920338,7,7,7,0,23,0,11,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.729384,-73.989497,44,44,44,0,21,0,30,0,0,18,0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,40.81843681170388,-74.19459690283774,4,8,8,1,28,0,31,1,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.80723,-73.911539,9,9,9,1,19,0,15,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.687759,-73.982898,34,34,34,1,7,0,19,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.674468,-73.956584,1,1,1,0,22,0,20,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,40.676759,-73.962748,3,3,3,0,26,0,23,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.748365,-73.944557,22,22,22,1,-2,0,8,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.688373,-73.979605,13,13,13,1,16,0,13,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.866003,-73.859608,4,4,4,0,24,0,14,0,0,19,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.755641,-73.975109,92,92,92,0,3,0,12,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.680027,-73.959274,4,4,4,0,20,0,22,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,40.8304323464956,-74.1908521159299,18,9,7,1,28,4,23,1,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.754253,-73.97821,4,4,4,0,26,0,12,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.748365,-73.944557,22,22,22,1,23,0,20,0,1,19,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,40.675856,-73.895516,4,4,4,0,7,0,26,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.682273,-73.873905,1,1,1,1,24,0,23,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
